Cierre de campaña,Fecha recepción,Lote Complejo   ,Cod Granja,Lote ,Galpón,Raza  ,Estatus  ,Alojamiento Total,Aves Planta,Edad (venta),Limp & Prep,Aves Neto,Kilos Planta,Kilos Neto,Cons Alim Total,Area de Crianza 1,Conv. Real,Ganancia día,Aves/m2,Kg/m2
11/30/1899       ,3/5/2026       ,BUC1010-2602-05 ,BUC1010   ,2602 ,05    ,C500SF,Activo   ,22500            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,64139          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/8/2026         ,3/5/2026       ,STO5040-2602-09 ,STO5040   ,2602 ,09    ,C500SF,Activo   ,37500            ,28980      ,34.00       ,20.0       ,28850    ,74670.00    ,74226.90  ,114591         ,0.00             ,1.54      ,75.67       ,0.00   ,0.00 
4/9/2026         ,3/5/2026       ,STO5040-2602-08 ,STO5040   ,2602 ,08    ,C500SF,Activo   ,43500            ,30820      ,34.00       ,24.0       ,30204    ,75720.00    ,74141.96  ,120835         ,0.00             ,1.63      ,72.20       ,0.00   ,0.00 
4/9/2026         ,3/5/2026       ,STO5040-2602-02 ,STO5040   ,2602 ,02    ,C500SF,Activo   ,21200            ,21672      ,35.00       ,24.0       ,21593    ,55420.00    ,54874.28  ,65734          ,0.00             ,1.20      ,72.61       ,0.00   ,0.00 
4/9/2026         ,3/5/2026       ,STO5040-2602-07 ,STO5040   ,2602 ,07    ,C500SF,Activo   ,33500            ,20406      ,34.00       ,20.0       ,20360    ,53300.00    ,52940.95  ,97790          ,0.00             ,1.85      ,76.48       ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602A-08,BUC1010   ,2602A,08    ,C500SF,Activo   ,23500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,74889          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602-02 ,BUC1010   ,2602 ,02    ,C500SF,Activo   ,23200            ,0          ,0.00        ,22.0       ,0        ,0.00        ,0.00      ,63194          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602A-09,BUC1010   ,2602A,09    ,C500SF,Activo   ,22200            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,65918          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602A-04,BUC1010   ,2602A,04    ,C500SF,Activo   ,22500            ,0          ,0.00        ,22.0       ,0        ,0.00        ,0.00      ,68596          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602-03 ,BUC1010   ,2602 ,03    ,C500SF,Activo   ,23500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,69069          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/5/2026         ,3/6/2026       ,STO5053-2602-02 ,STO5053   ,2602 ,02    ,C500SF,Activo   ,34000            ,20700      ,30.00       ,24.0       ,20658    ,42820.00    ,42210.80  ,94720          ,0.00             ,2.24      ,68.11       ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,STO5053-2602-01 ,STO5053   ,2602 ,01    ,C500SF,Activo   ,33000            ,0          ,0.00        ,24.0       ,0        ,0.00        ,0.00      ,81060          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602-06 ,BUC1010   ,2602 ,06    ,C500SF,Activo   ,23500            ,0          ,0.00        ,23.0       ,0        ,0.00        ,0.00      ,67477          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/6/2026       ,BUC1010-2602-07 ,BUC1010   ,2602 ,07    ,C500SF,Activo   ,23500            ,0          ,0.00        ,22.0       ,0        ,0.00        ,0.00      ,59482          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/7/2026       ,BUC3048-2602-02 ,BUC3048   ,2602 ,02    ,C500SF,Activo   ,52000            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,122547         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/7/2026       ,BUC1010-2602-01 ,BUC1010   ,2602 ,01    ,C500SF,Activo   ,23500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,60401          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/7/2026       ,BUC3048-2602A-04,BUC3048   ,2602A,04    ,C500SF,Activo   ,54000            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,133270         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/7/2026       ,BUC3048-2602-01 ,BUC3048   ,2602 ,01    ,C500SF,Activo   ,54000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,130319         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/8/2026         ,3/7/2026       ,STO2005-2602-01 ,STO2005   ,2602 ,01    ,C500SF,Activo   ,42000            ,20700      ,32.00       ,16.0       ,20590    ,44800.00    ,44201.73  ,116318         ,0.00             ,2.63      ,67.09       ,0.00   ,0.00 
4/7/2026         ,3/7/2026       ,STO2005-2602-02 ,STO2005   ,2602 ,02    ,C500SF,Activo   ,42080            ,20025      ,31.00       ,17.0       ,19902    ,41670.00    ,41255.01  ,103995         ,0.00             ,2.52      ,66.87       ,0.00   ,0.00 
11/30/1899       ,3/9/2026       ,BUC3048-2602-05 ,BUC3048   ,2602 ,05    ,C500SF,Activo   ,35000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,72420          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/9/2026       ,STO2005-2602-03 ,STO2005   ,2602 ,03    ,C500SF,Activo   ,42000            ,0          ,0.00        ,22.0       ,0        ,0.00        ,0.00      ,94496          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/9/2026       ,BUC3048-2602-03 ,BUC3048   ,2602 ,03    ,C500SF,Activo   ,54000            ,0          ,0.00        ,20.0       ,0        ,0.00        ,0.00      ,121406         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/9/2026         ,3/9/2026       ,STO2005-2602-04 ,STO2005   ,2602 ,04    ,C500SF,Activo   ,42000            ,8280       ,31.00       ,17.0       ,8227     ,17530.00    ,17419.17  ,99815          ,0.00             ,5.73      ,68.30       ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,BUC3048-2602-08 ,BUC3048   ,2602 ,08    ,C500SF,Activo   ,54800            ,0          ,0.00        ,20.0       ,0        ,0.00        ,0.00      ,107830         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
4/9/2026         ,3/10/2026      ,STO2005-2602-05 ,STO2005   ,2602 ,05    ,C500SF,Activo   ,42075            ,8280       ,30.00       ,19.0       ,8250     ,16970.00    ,16752.48  ,99352          ,0.00             ,5.93      ,67.69       ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,BUC3048-2602-07 ,BUC3048   ,2602 ,07    ,C500SF,Activo   ,27500            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,55587          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,STO5042-2602-04 ,STO5042   ,2602 ,04    ,C500SF,Activo   ,19700            ,0          ,0.00        ,27.0       ,0        ,0.00        ,0.00      ,39689          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,STO5042-2602-03 ,STO5042   ,2602 ,03    ,C500SF,Activo   ,22350            ,0          ,0.00        ,25.0       ,0        ,0.00        ,0.00      ,41733          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,BUC3048-2602A-06,BUC3048   ,2602A,06    ,C500SF,Activo   ,27000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,55528          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,BUC3048-2602-06 ,BUC3048   ,2602 ,06    ,C500SF,Activo   ,28000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,52402          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/10/2026      ,STO5042-2602-01 ,STO5042   ,2602 ,01    ,C500SF,Activo   ,20000            ,0          ,0.00        ,27.0       ,0        ,0.00        ,0.00      ,38911          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,BUC3048-2602A-07,BUC3048   ,2602A,07    ,C500SF,Activo   ,27500            ,0          ,0.00        ,20.0       ,0        ,0.00        ,0.00      ,54288          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,BUC3048-2602-09 ,BUC3048   ,2602 ,09    ,C500SF,Activo   ,55000            ,0          ,0.00        ,0.0        ,0        ,0.00        ,0.00      ,103840         ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,BUC1007-2602A-12,BUC1007   ,2602A,12    ,C500SF,Activo   ,22200            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,43604          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,STO5023-2602-04 ,STO5023   ,2602 ,04    ,C500SF,Activo   ,32000            ,0          ,0.00        ,28.0       ,0        ,0.00        ,0.00      ,66044          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,STO5042-2602-02 ,STO5042   ,2602 ,02    ,C500SF,Activo   ,20000            ,0          ,0.00        ,26.0       ,0        ,0.00        ,0.00      ,38437          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,BUC1007-2602-05 ,BUC1007   ,2602 ,05    ,C500SF,Activo   ,24300            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,48907          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,STO5023-2602-08 ,STO5023   ,2602 ,08    ,C500SF,Activo   ,19200            ,0          ,0.00        ,24.0       ,0        ,0.00        ,0.00      ,31418          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/11/2026      ,STO5023-2602-01 ,STO5023   ,2602 ,01    ,C500SF,Activo   ,19800            ,0          ,0.00        ,24.0       ,0        ,0.00        ,0.00      ,37452          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/12/2026      ,STO5010-2602-02 ,STO5010   ,2602 ,02    ,C500SF,Activo   ,36000            ,0          ,0.00        ,28.0       ,0        ,0.00        ,0.00      ,68700          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/12/2026      ,STO5023-2602-05 ,STO5023   ,2602 ,05    ,C500SF,Activo   ,20500            ,0          ,0.00        ,24.0       ,0        ,0.00        ,0.00      ,38496          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/12/2026      ,BUC1007-2602-06 ,BUC1007   ,2602 ,06    ,C500SF,Activo   ,23000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,42408          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/12/2026      ,STO5010-2602-03 ,STO5010   ,2602 ,03    ,C500SF,Activo   ,41000            ,0          ,0.00        ,23.0       ,0        ,0.00        ,0.00      ,70310          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,STO5003-2602-03 ,STO5003   ,2602 ,03    ,C500SF,Activo   ,33600            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,47951          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602A-10,BUC1007   ,2602A,10    ,C500SF,Activo   ,22500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,38765          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602A-09,BUC1007   ,2602A,09    ,C500SF,Activo   ,23500            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,39869          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,STO5003-2602-01 ,STO5003   ,2602 ,01    ,C500SF,Activo   ,23000            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,40399          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602A-11,BUC1007   ,2602A,11    ,C500SF,Activo   ,22500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,39684          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602-08 ,BUC1007   ,2602 ,08    ,C500SF,Activo   ,23000            ,0          ,0.00        ,23.0       ,0        ,0.00        ,0.00      ,38456          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602-04 ,BUC1007   ,2602 ,04    ,C500SF,Activo   ,23000            ,0          ,0.00        ,22.0       ,0        ,0.00        ,0.00      ,38319          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602-02 ,BUC1007   ,2602 ,02    ,C500SF,Activo   ,23000            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,38381          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,STO5003-2602-02 ,STO5003   ,2602 ,02    ,C500SF,Activo   ,18000            ,0          ,0.00        ,23.0       ,0        ,0.00        ,0.00      ,25990          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602-03 ,BUC1007   ,2602 ,03    ,C500SF,Activo   ,23000            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,38419          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/13/2026      ,BUC1007-2602-07 ,BUC1007   ,2602 ,07    ,C500SF,Activo   ,23000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,38302          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,STO2005-2602N-07,STO2005   ,2602N,07    ,C500SF,Activo   ,42000            ,0          ,0.00        ,23.0       ,0        ,0.00        ,0.00      ,68950          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602-02 ,BUC1008   ,2602 ,02    ,C500SF,Activo   ,22500            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,35142          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602A-08,BUC1008   ,2602A,08    ,C500SF,Activo   ,22500            ,0          ,0.00        ,16.0       ,0        ,0.00        ,0.00      ,38812          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602-06 ,BUC1008   ,2602 ,06    ,C500SF,Activo   ,23000            ,0          ,0.00        ,14.0       ,0        ,0.00        ,0.00      ,35731          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602A-07,BUC1008   ,2602A,07    ,C500SF,Activo   ,23000            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,38012          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602A-04,BUC1008   ,2602A,04    ,C500SF,Activo   ,23000            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,36763          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1007-2602-01 ,BUC1007   ,2602 ,01    ,C500SF,Activo   ,23500            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,36602          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602-03 ,BUC1008   ,2602 ,03    ,C500SF,Activo   ,22400            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,35274          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,STO2005-2602N-06,STO2005   ,2602N,06    ,C500SF,Activo   ,42000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,71627          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/14/2026      ,BUC1008-2602-01 ,BUC1008   ,2602 ,01    ,RAP91 ,Activo   ,23000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,35382          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,STO2005-2602N-10,STO2005   ,2602N,10    ,C500SF,Activo   ,42070            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,52497          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,STO2005-2602N-09,STO2005   ,2602N,09    ,C500SF,Activo   ,37500            ,0          ,0.00        ,21.0       ,0        ,0.00        ,0.00      ,60838          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,BUC1008-2602-11 ,BUC1008   ,2602 ,11    ,C500SF,Activo   ,23000            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,31402          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,STO2005-2602N-08,STO2005   ,2602N,08    ,C500SF,Activo   ,42000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,55060          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,BUC1008-2602-10 ,BUC1008   ,2602 ,10    ,C500SF,Activo   ,23000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,31561          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,BUC1008-2602-12 ,BUC1008   ,2602 ,12    ,C500SF,Activo   ,23000            ,0          ,0.00        ,17.0       ,0        ,0.00        ,0.00      ,30171          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/16/2026      ,BUC1008-2602-09 ,BUC1008   ,2602 ,09    ,C500SF,Activo   ,23000            ,0          ,0.00        ,18.0       ,0        ,0.00        ,0.00      ,30747          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/17/2026      ,BUC3026-2602-06 ,BUC3026   ,2602 ,06    ,C500SF,Activo   ,14000            ,0          ,0.00        ,15.0       ,0        ,0.00        ,0.00      ,12670          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
11/30/1899       ,3/17/2026      ,BUC3011-2602A-01,BUC3011   ,2602A,01    ,C500SF,Activo   ,23500            ,0          ,0.00        ,19.0       ,0        ,0.00        ,0.00      ,24583          ,0.00             ,0.00      ,0.00        ,0.00   ,0.00 
